,ymd,taavg,tamin,tamax,wsavg,wsmax,wdmax,hmavg,hmmin,evs,evl,catotavg,psavg,psmax,psmin,sdmax,tdavg,siavg,ssavg
2299,2015-02-04,-1,-7.1,5.9,1.2,4,W,62.8,28,,,,1023.5,1027.3,1020.2,,-7.7,,.7
2300,2015-02-05,0.4,-2.6,4.7,1.3,4,W,61.8,37,,,,1023.5,1026.4,1021.7,,-6.5,,.5
2301,2015-02-06,0.2,-3.6,6.1,1.2,3,W,58.7,30,,,,1026.1,1027.7,1024.4,,-7.5,,.8
2302,2015-02-07,-0.3,-5.1,4.8,1,4,WNW,67.7,47,,,,1021.7,1026.3,1018.7,,-5.7,,.2
2303,2015-02-08,-6.7,-10.5,2,4.6,7,W,34.1,18,,,,1025.9,1030.2,1018.7,,-20.9,,.8
2304,2015-02-09,-6.4,-13.5,.1,2.5,6,W,51.7,21,,,,1027.4,1032.3,1023.2,,-14.9,,.6
2305,2015-02-10,1.8,-4.4,7.6,2.1,6,W,61.2,34,,,,1018.3,1023.2,1015,,-5.1,,.6
2306,2015-02-11,3.1,-1.2,8,1.7,5,WSW,60.2,35,,,,1013.4,1016.3,1011.1,,-4.5,,.5
2307,2015-02-12,-1.7,-6.1,3.3,3.2,8,W,40,20,,,,1014.3,1018.5,1012.2,,-14.9,,.8
2308,2015-02-13,-2.5,-9.2,4,2.3,5,W,38.8,20,,,,1020.3,1023.4,1018.1,,-15.1,,.8
2309,2015-02-14,-0.4,-7.1,6.9,0.8,4,W,66.2,49,,,,1022.5,1024,1020.2,,-5.8,,.1
2310,2015-02-15,4.7,-3.9,11.9,1.7,4,ESE,62.7,33,,,,1021.5,1024.5,1019,,-2.4,,.4
2311,2015-02-16,4.4,2.8,6.7,2.5,4,ESE,81.1,60,,,,1015.6,1020.4,1013.4,,1.4,,
2312,2015-02-17,2.3,1.2,3.8,2.1,4,W,77.6,65,,,,1016.6,1019.8,1014.1,,-1.5,,.1
2313,2015-02-18,1,.3,2.5,1.4,3,WSW,76.7,64,,,,1021.7,1023.7,1019.8,,-2.5,,0
2314,2015-02-19,1.6,-2.2,7.4,1.1,3,W,70.2,35,,,,1027.2,1028.8,1023.7,,-4,,.5
2315,2015-02-20,2.8,-5.1,10.7,1.1,6,ESE,61.6,32,,,,1027,1029.7,1022.8,,-4.8,,.7
2316,2015-02-21,5.9,3.2,7.9,1.9,4,ESE,70.7,40,,,,1019.1,1024,1015.2,,.9,,
2317,2015-02-22,4.6,.2,7.8,2.4,5,WNW,78.5,53,,,,1016.9,1021.3,1013.4,,.4,,.2
2318,2015-02-23,1.5,-1.7,5.9,2.4,4,W,56.2,36,,,,1020.6,1023.2,1018.6,,-6.4,,.5
2319,2015-02-24,1.4,-3.1,8.2,1.3,4,WSW,60.5,29,,,,1019.7,1021.3,1017.3,,-6.1,,.7
2320,2015-02-25,4.9,-2.2,12.9,1.2,4,SSE,51.1,15,,,,1019,1022.1,1015.8,,-6.1,,.7
2321,2015-02-26,2.6,-2.7,6.5,3.6,7,W,48.5,26,,,,1019.4,1024.2,1016.4,,-7.8,,.6
2322,2015-02-27,-1.6,-4.7,4,2.1,5,WNW,35.3,20,,,,1027.7,1030.8,1024.3,,-15.1,,.8
2323,2015-02-28,1.1,-5.2,7.2,1.2,4,SSW,50.8,32,,,,1027.4,1031.8,1022.1,,-8.1,,.2
2324,2015-03-01,2.3,.2,6,2.7,6,W,63.1,38,,,,1019.8,1022.1,1017.3,,-4.6,,.3
2325,2015-03-02,1.8,-5.5,10,1.4,4,W,48.3,15,,,,1019.8,1022.8,1016.5,,-9.4,,.8
2326,2015-03-03,3.6,0,8.1,2,6,W,57.1,31,,,,1013.4,1018.3,1009.2,,-4.5,,.1
2327,2015-03-04,-1.3,-4.8,3.5,4.5,7,W,36.6,21,,,,1021.4,1027.2,1015.1,,-14.4,,.8
2328,2015-03-05,-1.6,-8.5,6.2,1.1,3,W,48,13,,,,1027.1,1029.3,1024.8,,-12.5,,.7
2329,2015-03-06,1.9,-6.1,11.1,1.3,4,W,47.6,14,,,,1024.3,1027.4,1021,,-9.2,,.8
2330,2015-03-07,2.9,-4.9,11.6,1.2,4,NW,45.2,9,,,,1024.1,1026.1,1021.4,,-10.3,,.8
2331,2015-03-08,5.8,-4.4,16.2,1.3,4,SW,43.2,13,,,,1022.9,1027,1019.1,,-8.1,,.7
2332,2015-03-09,3.9,-4.8,10.3,3.6,8,W,38.6,19,,,,1019.8,1024,1017.3,,-10,,.7
2333,2015-03-10,-3.2,-6.9,1.5,5.1,8,W,27.6,14,,,,1024.3,1025.9,1022,,-19.8,,.8
2334,2015-03-11,0.3,-7.1,7.7,3.4,8,W,37.8,18,,,,1020.7,1025.5,1015.4,,-13,,.8
2335,2015-03-12,1.3,-6.8,8.4,2.2,6,NW,34,14,,,,1020.2,1022.6,1017.6,,-14.4,,.8
2336,2015-03-13,5.2,-.4,11.4,2,6,W,49.3,14,,,,1019.4,1023.1,1017,,-5.7,,.6
2337,2015-03-14,3.3,-4.1,11.2,1.3,3,WNW,41.3,16,,,,1023.8,1026.5,1021.9,,-9.9,,.7
2338,2015-03-15,4.7,-3.4,14.1,1.5,4,WNW,44,14,,,,1022.7,1024.7,1019.4,,-8.4,,.7
2339,2015-03-16,7.3,-2.2,18.9,1,3,W,40.2,11,,,,1021.1,1024.7,1017,,-7.2,,.8
2340,2015-03-17,9.5,.6,18.2,0.9,3,NNW,42.5,17,,,,1018.1,1020.8,1015.6,,-3.4,,.3
2341,2015-03-18,8.5,7,10.1,2.3,6,ESE,72.3,49,,,,1012.5,1017.2,1009.3,,3.9,,
2342,2015-03-19,12.2,3.9,20.8,1.6,4,ESE,62.7,29,,,,1013.6,1016.8,1010.8,,4.3,,.8
2343,2015-03-20,12.2,6.3,20.9,1.2,3,W,51.5,13,,,,1017.4,1020.3,1014.7,,-.3,,.6
2344,2015-03-21,10.6,2.2,19.2,1.5,5,WNW,37.3,13,,,,1016,1018.1,1013,,-4.9,,.8
2345,2015-03-22,8.2,1.6,16.2,3,8,W,39.6,9,,,,1020,1025,1016.6,,-7.6,,.8
2346,2015-03-23,4,-2.8,10.6,2.8,8,W,32.1,12,,,,1025.9,1028.2,1022.7,,-12.7,,.9
2347,2015-03-24,4,-4.1,12.2,1.6,4,W,35.4,11,,,,1031.1,1033.9,1028.2,,-12.1,,.9
2348,2015-03-25,4.9,-4.2,14.3,1.3,3,NNW,34.8,8,,,,1034.7,1036.4,1032.3,,-11.8,,.9
2349,2015-03-26,6.8,-2.8,16.8,1.4,5,WSW,38.2,13,,,,1033.4,1036.6,1029.4,,-8,,.9
2350,2015-03-27,7.9,-1.5,18.3,1.6,5,W,37.9,15,,,,1026.5,1032.8,1022.6,,-6.9,,.7
2351,2015-03-28,9.7,-2,18.7,1.6,4,N,32.5,10,,,,1018.6,1023.8,1014.1,,-9.2,,.8
2352,2015-03-29,11.4,5.4,18.4,1.3,3,W,40.8,22,,,,1017.6,1019.5,1015.3,,-1.9,,.5
2353,2015-03-30,13.2,3.5,23.3,1.8,5,W,51.3,14,,,,1018.2,1020.7,1015,,1.1,,.8
2354,2015-03-31,10.8,5.9,14.1,1,3,E,78.8,55,,,,1015.8,1019.1,1012.7,,7.5,,
2355,2015-04-01,10.9,9.4,12.2,2.5,7,ESE,76.9,56,,,,1016.2,1019,1012.1,,6.3,,
2356,2015-04-02,14.2,9,20.1,3.8,8,SSE,60.5,48,,,,1006.8,1018.4,996.6,,7,,.7
2357,2015-04-03,12.6,9.3,17.7,2.2,7,W,80.9,63,,,,1006.6,1014.7,996.2,,8.8,,.1
2358,2015-04-04,11.8,7.5,18.1,3.1,5,E,58.8,30,,,,1014.8,1016.7,1012.3,,3.2,,.4
2359,2015-04-05,9.8,8.2,11.1,1.6,4,E,88.1,79,,,,1014.6,1016.4,1013,,8,,
2360,2015-04-06,10.5,5.6,14,1.2,4,W,77,39,,,,1018.4,1022.1,1015.5,,6,,
2361,2015-04-07,8.1,5.3,11.3,1.9,4,E,67.1,49,,,,1023.9,1026.9,1021.8,,1.9,,.2
2362,2015-04-08,8.6,6,12.4,1.9,3,E,55.3,39,,,,1025.9,1027.6,1023.9,,-.1,,.2
2363,2015-04-09,9.3,3.2,15.7,1.3,3,W,57,30,,,,1024.7,1027.4,1022,,.4,,.8
2364,2015-04-10,10.4,1.7,18.9,1.2,4,WSW,50.5,18,,,,1022.7,1024.8,1019.6,,-1.4,,.9
2365,2015-04-11,12.1,2.3,21.5,1.1,4,W,45.1,12,,,,1025.1,1027.2,1022,,-2.1,,.9
2366,2015-04-12,12.7,4.7,19.6,2.4,6,E,37.2,13,,,,1025.1,1027.3,1022.4,,-4.6,,.2
2367,2015-04-13,11.5,8.9,15.2,3,5,ESE,46.3,35,,,,1018.2,1025.5,1013,,.3,,
2368,2015-04-14,7.9,6,10,1,3,N,76.5,50,,,,1008.7,1013.1,1006.4,,3.8,,
2369,2015-04-15,10.7,4.9,18.8,1.6,4,WNW,64.8,26,,,,1009,1011.6,1007,,3.6,,.5
2370,2015-04-16,10.1,4.4,21.2,2.5,7,W,69.1,33,,,,1009.5,1014.8,1003.3,,3.9,,.3
2371,2015-04-17,10.3,1.3,19.3,2,5,WNW,47.1,15,,,,1017,1019.6,1014.5,,-3.1,,.8
2372,2015-04-18,13.1,1.6,22.7,1.2,3,E,40.1,11,,,,1015.9,1020.7,1012,,-3.5,,.5
2373,2015-04-19,13.5,10.8,16.9,2.1,5,ESE,83.8,26,,,,1007.9,1013.1,1003.5,,11.1,,
2374,2015-04-20,10.7,6.3,13.6,2.3,5,ESE,80.2,67,,,,1007.5,1014.5,1002.6,,7,,
2375,2015-04-21,12.2,4.7,22,1.4,4,WNW,61.8,18,,,,1016.2,1018.4,1013.5,,3,,.7
2376,2015-04-22,13.2,5.5,20.7,1.9,5,W,51.5,26,,,,1018.5,1022,1016,,2.2,,.7
2377,2015-04-23,13.3,3.8,22.9,1.5,5,W,44.8,12,,,,1021,1023.5,1018,,-.8,,.8
2378,2015-04-24,15.4,8.1,23.4,1.6,5,WSW,36.5,14,,,,1019.5,1021.2,1015.9,,-.1,,.8
2379,2015-04-25,14.5,3.9,24,1.9,5,WSW,36.2,13,,,,1020.3,1022.2,1017.5,,-2.9,,.8
2380,2015-04-26,16.6,5.1,27.4,1.4,4,WNW,43.1,14,,,,1018.9,1021.7,1015.2,,2.3,,.8
2381,2015-04-27,18,8.5,27.1,1.5,4,W,39,17,,,,1016.4,1019.3,1013.1,,2.5,,.8
2382,2015-04-28,17.8,7.4,26.4,1.3,5,S,46.3,20,,,,1013.6,1016,1010.9,,4.9,,.5
2383,2015-04-29,16.7,14.7,18.7,1.6,4,ESE,76.8,59,,,,1012.9,1013.8,1011.8,,12.4,,
2384,2015-04-30,19.1,11.3,26.7,1.4,4,SW,63,33,,,,1013.2,1014.6,1010.8,,11,,.7
2385,2015-05-01,20.5,12.1,28.6,1.3,4,W,63.5,32,,,,1013.2,1015.3,1010,,12.2,,.8
2386,2015-05-02,20.7,14.2,27.4,1.5,3,W,67.3,38,,,,1011.7,1014.6,1008.7,,13.5,,.5
2387,2015-05-03,19.1,17.4,21.2,1.8,3,ESE,79.3,68,,,,1007,1009.8,1005.1,,15.2,,
2388,2015-05-04,16.6,8.1,21.2,3.3,8,W,49.4,14,,,,1008.9,1013.6,1005.8,,2.6,,.7
2389,2015-05-05,13,4.1,21.4,1.9,5,WNW,45.7,17,,,,1011.9,1014,1008.8,,-.5,,.9
2390,2015-05-06,13.9,5.7,22.7,1.1,3,NNW,49.2,18,,,,1012.2,1013.7,1009.9,,1.3,,.5
2391,2015-05-07,15.5,6.8,25.2,1.7,5,WNW,44.3,11,,,,1012.6,1014.9,1009.6,,.9,,.7
2392,2015-05-08,15.9,5.6,23.8,1.5,4,W,45.9,29,,,,1013.3,1016.1,1010.5,,4.2,,.6
2393,2015-05-09,18.5,12.6,24.5,1.7,4,W,50.4,29,,,,1012.8,1015.6,1009.6,,7.1,,.7
2394,2015-05-10,18.3,10,26.1,1.7,4,W,49.3,23,,,,1017.2,1020.3,1015.3,,5.8,,.8
2395,2015-05-11,18.2,13.4,23.7,3.2,5,ESE,55.9,31,,,,1011.1,1020.4,999,,8.7,,.3
2396,2015-05-12,15.6,10.9,19.9,4.1,8,WSW,61.8,29,,,,1001,1004.4,997.9,,7.4,,.7
2397,2015-05-13,19.4,10.3,27.2,3.7,8,W,46.5,27,,,,1004.3,1009,1001.4,,6.1,,.8
2398,2015-05-14,21.5,10.8,29.6,2,6,W,51,33,,,,1007.3,1009.6,1004.4,,10.9,,.8
2399,2015-05-15,20.8,15.6,24.6,1.9,4,WNW,69.2,46,,,,1008.6,1009.9,1007.3,,14.3,,.1
2400,2015-05-16,18.6,11.7,26.1,2.1,6,W,54.8,12,,,,1010.1,1012.2,1007.8,,6.5,,.7
2401,2015-05-17,17,7.9,26.6,1.4,4,W,44.1,14,,,,1011,1014.2,1008,,2.3,,.8
2402,2015-05-18,17.5,11.7,24.4,1.3,4,WNW,49,26,,,,1005.1,1009.2,1001.4,,6.2,,.3
2403,2015-05-19,16.6,11.4,22.8,1.9,4,W,76.3,55,,,,1006.3,1008.2,1003.7,,12.3,,.2
2404,2015-05-20,15.4,10.8,21.6,1.7,4,W,66.6,32,,,,1008.8,1012.5,1006.9,,7.8,,.7
2405,2015-05-21,17.8,8.4,26.8,1.9,5,W,53,18,,,,1013.9,1015.8,1011.4,,5.9,,.9
2406,2015-05-22,19.6,10.6,28,2,5,W,41.4,18,,,,1014,1016.4,1011.2,,4.1,,.8
2407,2015-05-23,19.2,10.4,27.7,1.5,3,WNW,42.9,16,,,,1011.1,1014.3,1007.7,,4.7,,.8
2408,2015-05-24,19.4,9.5,29,1.6,4,W,41.5,13,,,,1008.6,1011,1005.5,,4.1,,.9
2409,2015-05-25,19.8,9.8,29.5,1.6,4,W,44,20,,,,1009.1,1010.8,1006.5,,5.7,,.9
2410,2015-05-26,20.7,11,30.8,1.7,4,W,43.8,16,,,,1011.5,1013.6,1008.6,,6,,.9
2411,2015-05-27,21.1,9.8,31.4,1.3,3,W,37.6,10,,,,1010.3,1013,1007,,2.8,,.9
2412,2015-05-28,23.1,15.1,32.5,1.5,5,SW,40.4,13,,,,1008.7,1011,1006.2,,7.5,,.8
2413,2015-05-29,23,14.8,30,1.5,4,W,45.9,25,,,,1007.2,1010.1,1004.7,,9.4,,.6
2414,2015-05-30,18.9,15.1,23.1,1.2,4,NNW,67.1,40,,,,1005.6,1006.9,1002.1,,12.7,,.3
2415,2015-05-31,20.2,13.3,28.2,1.3,3,N,60.1,19,,,,1008.3,1010.1,1006.4,,10.1,,.6
2416,2015-06-01,21,12.7,29,1.3,3,W,54.5,29,,,,1010.1,1012,1008.2,,10.5,,.8
2417,2015-06-02,23.2,17,30,1.7,4,WSW,49.8,21,,,,1007.6,1011.1,1004.3,,10.8,,.7
2418,2015-06-03,21.3,15.3,28,2.3,5,WNW,40.3,14,,,,1007,1010.7,1004.6,,5.7,,.8
2419,2015-06-04,21.7,11.3,30.4,1.3,4,WSW,38.7,14,,,,1009.7,1012.4,1007.4,,4.2,,.7
2420,2015-06-05,16.7,11.9,20.4,1,3,W,65.1,37,,,,1007.5,1009.2,1005.8,,9.9,,0
2421,2015-06-06,19.6,10.8,28.2,1.6,4,E,56,27,,,,1012.6,1015.2,1009,,8.9,,.8
2422,2015-06-07,22.8,15.3,30.8,1.4,4,WNW,50,28,,,,1013,1016.5,1009.8,,10.6,,.8
2423,2015-06-08,21.3,15.1,26.3,1.2,3,W,51.7,33,,,,1007.6,1011.8,1004.6,,10.5,,.4
2424,2015-06-09,22.1,15.4,28.6,1.6,4,W,58.5,31,,,,1006.9,1009.7,1005.3,,12.7,,.7
2425,2015-06-10,25.2,14.7,34.8,1.7,5,SSE,47,18,,,,1007.5,1010.8,1004.4,,10.4,,.8
2426,2015-06-11,23.9,18.1,29.7,1.9,4,SSE,51.7,27,,,,1002.6,1007.3,1000.1,,12.5,,.2
2427,2015-06-12,24.4,19.9,30.7,2.8,6,WSW,52.7,23,,,,1003.3,1005.9,1000.3,,12.3,,.8
2428,2015-06-13,25.7,18.7,32.5,2.4,5,W,44.1,28,,,,1005.3,1008.1,1003.3,,12.2,,.5
2429,2015-06-14,22.8,18.2,28.9,1.9,5,E,66.7,40,,,,1007.3,1010,1005.6,,15.7,,.4
2430,2015-06-15,24.2,18,31.3,1.4,3,WSW,61.9,30,,,,1006.8,1009,1004.5,,15.4,,.5
2431,2015-06-16,23.8,20,31.1,1.5,6,ESE,66.2,34,,,,1005,1006.9,1002.3,,16.6,,.5
2432,2015-06-17,24.4,18.6,30.8,1.9,4,WSW,60.2,33,,,,1004.3,1005.9,1001.9,,15,,.5
2433,2015-06-18,25,20.4,30.8,2,5,E,48.3,29,,,,1005.8,1008.2,1003.4,,12.9,,.5
2434,2015-06-19,24.4,19,30.2,2.1,4,NNW,49,31,,,,1008,1009.6,1005.8,,12.7,,.8
2435,2015-06-20,19.7,17.5,23.2,1.4,3,SW,82,60,,,,1009.5,1010.7,1008.5,,16.4,,
2436,2015-06-21,22.5,16.4,30.1,1.3,3,W,64.9,31,,,,1009.7,1011.4,1007.4,,14.6,,.9
2437,2015-06-22,23.9,17.6,31.1,1.6,5,W,61.2,31,,,,1009.7,1011.7,1006.9,,15.1,,.7
2438,2015-06-23,24.9,18.7,31.1,1.8,4,W,59.8,38,,,,1010.3,1012.4,1008,,15.7,,.7
2439,2015-06-24,25.3,21,31.8,2,5,W,61.8,34,,,,1008.6,1011.1,1005.9,,16.8,,.5
2440,2015-06-25,23.2,19.7,28.8,1.8,5,SW,67.5,37,,,,1003.8,1007.7,999.5,,15.9,,.2
2441,2015-06-26,20.4,18.4,23.5,1.9,5,E,82.2,66,,,,997.1,1002.7,993.7,,17.1,,0
2442,2015-06-27,23.3,18.1,29.9,1.4,3,E,62.7,33,,,,1005.9,1008.9,1002.6,,14.6,,.6
2443,2015-06-28,24.5,19.1,30.7,1.4,4,W,66.4,40,,,,1009.3,1010.6,1007.6,,17.2,,.6
2444,2015-06-29,25.6,19.4,31.6,1.6,4,WSW,60.1,32,,,,1006.6,1010.3,1003.5,,16.7,,.7
2445,2015-06-30,23.9,20.4,28,1.2,4,SSE,63.4,33,,,,998.9,1004.6,995.3,,16.2,,.2
2446,2015-07-01,23,19,28.4,2.8,6,W,59.6,31,,,,995.9,1000.4,993.2,,13.8,,.6
2447,2015-07-02,22.9,18.4,29,2,5,W,59,29,,,,1001.7,1004,1000.1,,13.9,,.6
2448,2015-07-03,22.7,17.7,28.7,1.7,5,WNW,56.9,24,,,,1005.5,1008.6,1003.8,,12.4,,.7
2449,2015-07-04,21.9,14,29.1,1.3,4,SSE,56.6,29,,,,1009.4,1011.8,1007.7,,11.8,,.7
2450,2015-07-05,23.6,16.9,30,1.6,5,SSE,55.9,28,,,,1010.9,1013,1008.3,,13.6,,.7
2451,2015-07-06,23.9,18.9,30.7,1.6,4,SSW,64.7,29,,,,1011.2,1012.7,1008.8,,16.1,,.6
2452,2015-07-07,20.8,16.9,24.1,1.7,4,E,75.9,63,,,,1011.1,1012.1,1010.1,,16.2,,
2453,2015-07-08,20.6,17.5,24.8,1.9,3,ESE,84,70,,,,1012.1,1014.7,1010.4,,17.8,,
2454,2015-07-09,23.6,20,29.2,2,4,S,72.6,54,,,,1014.9,1015.8,1014,,18.3,,.1
2455,2015-07-10,,21,32,1.6,3,E,66.5,45,,,,1013.3,1015.5,1010.9,,19.6,,.7
2456,2015-07-11,27.7,21.9,34.5,1.4,4,SSW,67,42,,,,1009.5,1012.2,1006.9,,20.4,,.6
2457,2015-07-12,25.5,23.5,27.4,3.6,6,ESE,77.6,67,,,,996.9,1008.3,989.3,,21.3,,
2458,2015-07-13,24.9,22.5,27.4,3.4,6,SW,73.4,65,,,,994.7,1000.6,988.9,,19.6,,0
2459,2015-07-14,25.6,21.9,31.1,2,4,W,69.2,45,,,,1003.5,1006,1000.6,,19.2,,.5
2460,2015-07-15,25.7,20.2,32.2,2.2,5,ENE,66.3,37,,,,1006.7,1008.9,1004.6,,17.6,,.5
2461,2015-07-16,23.4,19.5,27.5,3.7,6,E,48,38,,,,1007.5,1008.7,1005.6,,11.4,,.8
2462,2015-07-17,21.9,19.1,24.9,2.9,5,ENE,45.5,37,,,,1006.6,1007.7,1004.7,,9.4,,.1
2463,2015-07-18,24.1,20.8,28.3,1.6,3,ESE,53.1,39,,,,1009.2,1010.5,1007.6,,14.2,,.2
2464,2015-07-19,24.5,21.6,28.6,0.8,2,N,77.4,66,,,,1010.7,1012,1009.3,,20.3,,.1
2465,2015-07-20,26.6,23.8,29.4,1.9,4,E,71.3,63,,,,1009.1,1011.1,1007.5,,20.9,,
2466,2015-07-21,26.4,23.6,30.4,1,3,N,78.2,63,,,,1006.8,1008.3,1005.2,,22.3,,.2
2467,2015-07-22,27.5,24.3,32.9,1.1,4,SW,77.7,45,,,,1006,1007.4,1004.1,,22.8,,.3
2468,2015-07-23,26.4,24.2,31.3,1.1,4,SW,84.2,58,,,,1007.1,1008.4,1005.8,,23.2,,.3
2469,2015-07-24,24.7,24.1,25.8,0.4,3,WNW,96.4,94,,,,1005.2,1007.3,1004,,24,,
2470,2015-07-25,27.1,23.9,31,0.9,4,WSW,80.6,60,,,,1006.3,1007.7,1004.8,,22.9,,0
2471,2015-07-26,28,24.2,32.7,1.3,3,WNW,67.1,41,,,,1007.8,1009.4,1006.2,,20.6,,.7
2472,2015-07-27,25.9,23.6,28.4,1.1,3,WSW,79.3,65,,,,1008.1,1009.1,1007.1,,21.9,,.1
2473,2015-07-28,27.6,23.3,32,1.4,5,WSW,72.3,47,,,,1007.8,1009.1,1006,,21.6,,.5
2474,2015-07-29,25.9,22.9,29,1,3,E,85.3,76,,,,1007.3,1009.1,1006.1,,23.2,,0
2475,2015-07-30,28.9,24.4,34.2,1.3,4,SW,74.7,47,,,,1008.4,1009.8,1006.4,,23.3,,.6
2476,2015-07-31,29,24,34.5,1.4,4,W,71.1,44,,,,1009.1,1010.4,1007.3,,22.4,,.7
2477,2015-08-01,28.1,23.5,33.9,1.3,3,W,71,45,,,,1009.8,1011.2,1008.2,,21.7,,.6
2478,2015-08-02,25.5,23.4,28.7,1.2,4,WNW,86,71,,,,1010.5,1011.6,1009.4,,22.8,,.1
2479,2015-08-03,28,23.9,33.2,1.5,5,SW,68.8,41,,,,1009,1010.9,1007.5,,20.6,,.8
2480,2015-08-04,27.6,22.1,33.7,1.8,5,WSW,67.1,41,,,,1007.4,1009.2,1005.3,,19.9,,.7
2481,2015-08-05,27.6,22.8,33.6,1.4,3,W,69.2,42,,,,1008.5,1010.6,1006.9,,21,,.6
2482,2015-08-06,28.6,23.7,34.4,1,3,NNE,71.5,46,,,,1011.7,1013.7,1010.3,,22.5,,.5
2483,2015-08-07,29.1,23.7,36.1,1.1,3,W,68.8,39,,,,1014.6,1015.7,1013.2,,22,,.7
2484,2015-08-08,26.9,23.1,35.3,1.3,6,WSW,77,40,,,,1013.3,1015.9,1010.3,,21.8,,.5
2485,2015-08-09,26.4,22.5,30.4,1,3,W,73.5,49,,,,1010.9,1012.9,1009.3,,20.8,,.4
2486,2015-08-10,25.8,23.6,29.7,1.4,3,W,74.9,54,,,,1009.7,1011,1008.1,,20.6,,.1
2487,2015-08-11,25,22.3,28.2,0.8,2,WSW,80.7,68,,,,1007.8,1009.3,1006.1,,21.4,,
2488,2015-08-12,25.9,20.7,30.8,1.3,4,SE,62.4,40,,,,1004.6,1006.9,1002.3,,17.8,,.6
2489,2015-08-13,25.1,21.3,31.2,1.2,4,W,72,45,,,,1004.9,1006.1,1002.8,,19,,.5
2490,2015-08-14,25.3,21.1,31.4,1.4,3,WSW,70.3,42,,,,1006.1,1008.2,1004.4,,19,,.6
2491,2015-08-15,25.5,19.8,32.1,1,4,NE,71.3,42,,,,1008.1,1009.4,1006.3,,19.5,,.6
2492,2015-08-16,23.7,20.1,29.7,1,8,SSE,81.9,57,,,,1007.9,1010.2,1005.7,,20.3,,0
2493,2015-08-17,24.2,19.2,30.4,1.1,4,N,73.9,46,,,,1008.4,1011.1,1006.5,,18.5,,.5
2494,2015-08-18,26.5,20.6,33.3,1.2,4,S,60.9,32,,,,1012.5,1014.1,1010.7,,17.7,,.7
2495,2015-08-19,25.4,22.2,30,1.3,3,E,67.5,47,,,,1013.3,1015.3,1011.3,,18.8,,.1
2496,2015-08-20,24.7,22.1,29.3,1,3,SW,77.9,53,,,,1009.6,1012.3,1007.7,,20.4,,.1
2497,2015-08-21,23.8,21.1,29,0.9,3,N,81.2,52,,,,1004.7,1008.2,1002.7,,19.9,,.2
2498,2015-08-22,24.1,20,29.2,1,3,W,75.4,46,,,,1005.9,1006.6,1004.3,,18.7,,.3
2499,2015-08-23,24.8,21,31,0.9,2,NNW,71.6,41,,,,1007.1,1008.6,1005.8,,18.6,,.5
2500,2015-08-24,25.7,21.1,31.2,2.2,5,E,63.4,43,,,,1007.2,1008.9,1005.5,,17.4,,.4
2501,2015-08-25,21.3,19.1,24.3,1.8,5,E,81.2,59,,,,1001,1005.5,998.7,,17.9,,
2502,2015-08-26,22,18.8,26.6,1.6,5,W,67.4,44,,,,1005.4,1007.1,1002.4,,14.9,,.5
2503,2015-08-27,23.4,18,29,2.1,4,W,64.5,37,,,,1007.2,1009.5,1005.8,,15.8,,.5
2504,2015-08-28,21.6,16.2,28.5,1,3,N,78.3,47,,,,1008.9,1010.1,1006.9,,17.6,,.5
2505,2015-08-29,23,18.8,29.5,0.9,3,WNW,71.1,33,,,,1009.1,1010.5,1006.8,,16.9,,.6
2506,2015-08-30,23.3,17,30.5,1.2,3,S,68.7,35,,,,1010.9,1012.6,1008.7,,17,,.6
2507,2015-08-31,24.4,19.6,30.4,1.5,3,E,67.7,41,,,,1012,1013.4,1009.8,,17.5,,.5
2508,2015-09-01,24,19.9,30.3,1.7,4,E,64.2,43,,,,1010.4,1012.6,1008.5,,16.4,,.3
2509,2015-09-02,21.9,19.2,27.2,1.4,4,SSE,82,57,,,,1012.5,1013.5,1011.2,,18.6,,.2
2510,2015-09-03,22.3,19,27.4,1.1,4,WNW,79.1,48,,,,1011.2,1012.7,1009.2,,18.1,,.5
2511,2015-09-04,24,20.6,29.9,1.2,3,W,67.8,38,,,,1012.2,1013.7,1010,,16.7,,.6
2512,2015-09-05,21.8,19.7,26.2,1.2,4,ESE,79.3,57,,,,1009.5,1012.4,1007.4,,17.7,,0
2513,2015-09-06,21,16.7,24.4,2,6,E,65.8,47,,,,1007.6,1011.2,1005.4,,13.7,,0
2514,2015-09-07,20.5,13,28.2,1.6,4,ESE,59.2,30,,,,1012.9,1016,1010.9,,11.1,,.8
2515,2015-09-08,19.9,11.5,28.1,1.9,4,ESE,51.2,23,,,,1016.6,1018.5,1014.1,,8.1,,.8
2516,2015-09-09,19,10.6,29.1,1.5,5,E,57,24,,,,1016.3,1018.6,1013.5,,9,,.8
2517,2015-09-10,19.1,12,22.4,1.3,2,W,66.8,48,,,,1014.4,1016.9,1015.2,,12.3,,.8
2518,2015-09-11,19.8,14.8,27.1,1.1,5,WNW,77.9,45,,,,1010.6,1013.7,1008,,15.3,,.3
2519,2015-09-12,17.7,15.2,20.9,1.1,3,W,77.3,51,,,,1010.2,1013,1008.7,,13,,.2
2520,2015-09-13,17.4,11.6,22.5,1.5,3,WNW,63.9,40,,,,1017.2,1017.5,1013,,9,,.8
2521,2015-09-14,18.3,10.6,26.9,0.8,2,NNW,63.1,28,,,,1022.3,1024,1020.2,,10.3,,.8
2522,2015-09-15,18.8,10.7,26.8,1.5,4,ENE,57,29,,,,1021.3,1024.2,1018.6,,8.9,,.8
